covid 19,749
19 vaccine,194
stop risk,132
risk proven,132
proven covid,132
19 protection,132
protection 99,132
99 efficacy,132
efficacy pamphlet,132
covid19 vaccine,107
cdc news,106
coronavirus vaccine,86
americans killed,85
covid19vaccine coronavirus,83
coronavirus coronavirusvaccine,75
pamphlet covid19vaccine,69
every day,55
take vaccine,54
news 1000,53
1000 americans,53
killed every,53
day covid,53
19 stop,53
2021 stop,53
coronavirusvaccine vaccine,53
get vaccine,43
side effects,42
vaccine coronavirus,42
19 vaccines,40
covid vaccine,39
000 000,33
covid19vaccine vaccine,33
long term,32
pamphlet vaccine,32
vaccine covid19vaccine,32
news 000,32
000 americans,32
killed summer,32
summer 2021,32
first dose,30
covid19 vaccination,29
vaccine covid,28
take covid,27
silver bullet,27
second dose,27
need vaccine,27
vaccine coronavirusvaccine,26
abc news,26
news covid,26
19 kills,26
kills american,26
american every,26
every minutes,26
minutes vaccine,26
vaccine silver,26
bullet stop,26
covid19 vaccines,25
19 vaccination,24
dose vaccine,23
healthcare workers,22
gon na,22
herd immunity,22
000 covid,22
14 days,21
news 400,21
400 000,21
19 killed,21
killed mid,21
mid january,21
january 2021,21
pfizer vaccine,20
immune system,20
get covid,20
coronavirusvaccine covid19vaccine,19
pamphlet coronavirusvaccine,19
immune response,19
500 doses,18
registered dr,18
2nd dose,17
vaccine covid19,17
want vaccine,17
21 days,16
getting vaccine,16
vaccine doses,16
coronavirus vaccines,16
vaccine vaccine,16
flu shot,15
first come,15
come first,15
first serve,15
vaccine rollout,15
mrna vaccine,15
flu vaccine,15
vaccine something,14
bill gates,14
days later,14
second shot,14
health care,14
vaccination plan,14
new strain,14
common cold,14
prophylactic treatment,14
get covid19,13
vaccine work,13
taking vaccine,13
covid vaccines,13
vaccine based,13
getting covid,13
get vaccinated,13
coronavirus covid19vaccine,13
vaccines work,12
survival rate,12
pamphlet coronavirus,12
covid19vaccine coronavirusvaccine,12
plan elderly,12
want take,12
tested positive,12
single dose,12
zinc other,12
other early,12
early prophylactic,12
treatment cure,12
cure 6000,12
6000 patients,12
patients ivermectin,12
ivermectin inhibits,12
inhibits sars,12
sars coronavirus,12
coronavirus spread,12
coronavirusvaccine coronavirus,12
refuse take,11
positive covid,11
vaccine amp,11
serve covid,11
elderly leads,11
leads scramble,11
still get,11
one dose,11
know vaccine,11
going take,11
hydroxychloroquine saves,11
saves lives,11
lives do,11
do expect,11
expect rush,11
rush vaccine,11
based greed,11
greed instead,11
instead research,11
research original,11
original strain,11
strain ccpvirus,11
ccpvirus covid19,11
warp speed,11
vaccine virus,11
vaccines necessary,11
necessary hydroxychloroquine,11
hydroxychloroquine zinc,11
public health,11
vaccine prevent,11
covid19 isolated,10
exist manufacture,10
manufacture vaccine,10
something isolated,10
reopenbritain unmaskuk,10
trust vaccine,10
tests positive,10
like flu,10
new vaccine,10
getting vaccinated,10
doses vaccine,10
vaccine going,10
vaccine may,10
vaccine shot,10
pfizer biontech,10
isolated exist,9
wearebeenplayed wakeuptime,9
receiving vaccine,9
vaccine tested,9
vaccine get,9
vaccine would,9
florida first,9
vaccine like,9
new variant,9
create vaccine,9
cytokine storm,9
two doses,9
vaccine first,9
covid19 covidvaccine,9
rushed vaccine,9
strain covid,9
19 instead,9
getting covid19,9
effects vaccine,9
42 people,9
got vaccine,9
every year,9
vaccination legal,9
legal registered,9
dr allowed,9
allowed research,9
research applying,9
applying defective,9
defective medicine,9
medicine without,9
without day,9
day ceasing,9
ceasing registered,9
vaccine stop,9
isolated wearebeenplayed,8
wakeuptime reopenbritain,8
big pharma,8
would get,8
10 years,8
coronavirus vaccination,8
without vaccine,8
dose pfizer,8
many people,8
covid covid19,8
employee intentionally,8
vaccine roll,8
vaccine scam,8
19 virus,8
virus vaccine,8
vaccine side,8
10 14,8
refusing take,8
one vaccine,8
die covid,8
mutated strain,8
say vaccine,8
experimental vaccine,8
vaccine effective,8
never take,8
people take,8
term effects,8
oxford astrazeneca,8
flu vaccines,8
covidvaccine covid19,8
prevent covid,8
wear mask,8
vaccine still,8
taking covid,8
vaccine people,8
two dose,7
see vaccine,7
vaccine even,7
days body,7
body develops,7
killing people,7
think covid,7
people get,7
astrazeneca vaccine,7
moderna vaccine,7
hospital employee,7
vaccine efficacy,7
vaccine trump,7
vaccine new,7
pfizer moderna,7
take 10,7
vaccinations like,7
like re,7
new year,7
covid19 coronavirus,7
death via,7
via cytokine,7
storm exaggerated,7
exaggerated immune,7
response following,7
following second,7
shot folks,7
folks die,7
vaccines this,7
this genocide,7
genocide deaths,7
deaths blamed,7
blamed mutated,7
instead fatal,7
fatal injections,7
know covid,7
effects covid,7
test positive,7
vaccine takes,7
vaccines take,7
vaccine never,7
1st vaccine,7
vaccine distribution,7
vaccine approved,7
people getting,7
side effect,7
free vaccines,7
nurse tests,7
first shot,7
vaccine cure,7
guinea pigs,7
pharmaceutical companies,6
covid19 amp,6
flu shots,6
sars cov,6
vaccine make,6
vaccine soon,6
79 effective,6
workers refuse,6
vaccine know,6
vaccines like,6
day get,6
vaccine 14,6
develops 50,6
50 immunity,6
immunity 21,6
later take,6
take second,6
shot fully,6
fully immune,6
immune yet,6
yet 35,6
35 days,6
later may,6
may 95,6
95 immunity,6
immunity so,6
wait take,6
take mask,6
mask covidiot,6
covidiot covidvaccine,6
covidvaccine coronavirusstrain,6
weeks apart,6
vaccines covid,6
oxford vaccine,6
chinese vaccine,6
vaccine 100,6
100 effective,6
astrazeneca covid,6
intentionally removed,6
effective second,6
two weeks,6
get virus,6
vaccine one,6
wisconsin hospital,6
covid19 pandemic,6
would take,6
strain covid19,6
first vaccine,6
even though,6
dont take,6
korea soldiers,6
soldiers opting,6
opting vaccinations,6
re joining,6
joining jonestown,6
jonestown anthrax,6
anthrax vacs,6
vacs mandatory,6
mandatory ve,6
ve never,6
never anthrax,6
anthrax attack,6
attack covid19,6
covid19 voluntary,6
voluntary ckin,6
ckin everywhere,6
everywhere everywhere,6
28 days,6
vaccine needs,6
vaccine rushed,6
cases reported,6
covid vaccination,6
give vaccine,6
2nd shot,6
prevent covid19,6
19 vaccinations,6
vaccine safe,6
go wrong,6
instead vaccine,6
call text,6
text email,6
get early,6
early access,6
life saving,6
stop getting,6
vaccine developed,6
think vaccine,6
common sense,6
vaccine think,6
vaccine vaccines,6
people vaccinated,6
two shots,6
vaccine take,6
million people,6
people vaccine,6
takes weeks,5
vaccine wo,5
say covid,5
vaccine flu,5
so wait,5
95 effective,5
vaccine yet,5
care workers,5
people covid,5
pregnant women,5
human beings,5
new coronavirus,5
spoiled vaccine,5
anti vaccine,5
took vaccine,5
front line,5
risk vaccine,5
vaccinated people,5
clinical trials,5
protection vaccine,5
need second,5
vaccine works,5
19 treatment,5
refuse covid,5
dont want,5
like vaccine,5
people dying,5
coronavirus covid19,5
look like,5
happy new,5
people die,5
12 weeks,5
vaccine cancer,5
vaccine needed,5
mass vaccinations,5
flu virus,5
effective vaccine,5
vaccines even,5
the vaccine,5
vaccine trial,5
vaccines prevent,5
make vaccine,5
california nurse,5
fuck vaccine,5
vaccine want,5
vaccines would,5
vaccine pfizer,5
less effective,5
kill covid,5
gives 42,5
treatment instead,5
anti viral,5
get call,5
email someone,5
someone claiming,5
claiming get,5
access coronavirus,5
new covid,5
go waste,5
use vaccine,5
vaccine administered,5
vaccine every,5
er nurse,5
telling us,5
tell us,5
misleading headline,5
people died,5
2nd vaccine,5
anyone else,5
covid19 covid19uk,5
vaccine sorry,5
south africa,5
want see,5
take flu,5
social distancing,5
40 years,5
guinea pig,5
vaccine probably,5
west virginia,5
vaccine way,5
healthy people,5
vaccine could,5
year old,5
jonathanstea rudolfpoolman,5
rudolfpoolman ryanmarino,5
ryanmarino caulfieldtim,5
would want,5
global pandemic,5
healthy adults,4
vaccine made,4
even priority,4
priority access,4
make people,4
people want,4
amp vaccine,4
every stage,4
year vaccine,4
removed covid,4
scare people,4
covid spread,4
roll out,4
one reason,4
vaccine refrigeration,4
ruined vaccines,4
60 people,4
intentionally spoiled,4
health system,4
worker intentionally,4
clinical trial,4
give covid,4
back normal,4
hospital says,4
nobody wants,4
moderna covid,4
give one,4
develop protection,4
bell palsy,4
adverse reactions,4
next year,4
said vaccine,4
giving vaccine,4
vaccine already,4
blah blah,4
amp new,4
world order,4
hospital workers,4
workers refusing,4
trump administration,4
load longer,4
fatality rate,4
vaccine stops,4
spread covid19,4
work people,4
prevent getting,4
covid19 get,4
700 000,4
kirstiealley death,4
positive coronavirus,4
re going,4
give people,4
days apart,4
pfizer covid19,4
corona virus,4
like covid,4
vaccine hesitancy,4
believe vaccine,4
99 survival,4
vaccinations covid19,4
yellow fever,4
spike protein,4
let get,4
91 effective,4
covid19 corona,4
getting vaccines,4
makes sense,4
strains coronavirus,4
last year,4
nurse tested,4
evidence yet,4
yet vaccines,4
covid19 infections,4
vaccine via,4
pretty sure,4
use uk,4
social distance,4
polio vaccine,4
vaccine need,4
come back,4
time vaccine,4
good vaccine,4
want get,4
safety efficacy,4
receive vaccine,4
high risk,4
health officials,4
recent science,4
approved covid19,4
virginia accidentally,4
accidentally gives,4
never get,4
vaccines new,4
90 effective,4
change dna,4
effect free,4
vaccines deliver,4
deliver reactogenic,4
reactogenic side,4
effects understand,4
understand side,4
vaccines pfizer,4
moderna messages,4
messages volunteers,4
volunteers worst,4
worst case,4
case scenario,4
biontech covid,4
wo take,4
virus 99,4
recovery rate,4
rate take,4
vaccine trials,4
term side,4
19 eight,4
eight days,4
days receiving,4
vaccine please,4
nigeria government,4
employee deliberately,4
never going,4
vaccination covid,4
lives matter,4
good reason,4
severe allergic,4
giving covid,4
one week,4
receiving first,4
take covid19,4
know long,4
50 effective,4
vaccine 12,4
vaccine contains,4
take coronavirus,4
amp vaccines,4
make sure,4
90 efficacy,4
vaccines made,4
rate covid19,4
full immunity,4
first time,4
treatment options,4
getting coronavirus,4
takes time,4
years vaccinate,4
spread virus,4
wan na,4
bad idea,4
wisconsin health,4
years vaccine,4
american people,4
us covid19,4
pcr test,4
ve already,4
problem coronavirus,4
people need,4
man made,4
vaccine last,4
vaccine available,4
could go,4
made covid,4
vaccine sabotage,4
vaccine time,4
12 months,4
vaccine really,4
vaccine vs,4
vaccine help,4
medical staff,4
vaccine common,4
death rate,4
vaccine oh,4
vaccine bc,4
vaccine science,4
sciencepharmer el_vicente,4
el_vicente jonathanstea,4
caulfieldtim drlindamd,4
drlindamd bethlinas,4
bethlinas denovo_fatima,4
denovo_fatima moriartylab,4
ll take,4
every right,4
stop transmission,4
uniofoxford astrazeneca,4
abc hydroxychloroquine,4
got covid,4
vaccine two,4
irreversible genetic,4
genetic modification,4
vaccination rate,4
get rid,4
new vaccines,4
taking coronavirus,3
vaccine shit,3
covid19 hoax,3
also vaccine,3
effective rate,3
19 etc,3
trying get,3
dont get,3
take chances,3
would trust,3
rate covid,3
vaccine anyone,3
guarantees effectiveness,3
effectiveness vaccines,3
19 manufacturers,3
manufacturers marketing,3
marketing presidents,3
presidents nation,3
nation days,3
days vaccinated,3
vaccinated nurse,3
nurse infected,3
infected say,3
say 21,3
days takes,3
takes effect,3
effect effective,3
vaccine different,3
could ve,3
line hours,3
ll pass,3
someone else,3
consider taking,3
taking covid19,3
vaccine dangerous,3
make covid,3
amp covid19,3
vaccine since,3
irresponsible headline,3
holy shit,3
vaccine doesnt,3
vaccine protects,3
spoiling 500,3
500 vaccine,3
trying make,3
received one,3
says employee,3
fridge ruining,3
ruining 500,3
headline vaccine,3
half measures,3
measures mind,3
mind gap,3
gap uk,3
uk nod,3
nod astrazeneca,3
vaccine raises,3
raises questions,3
already know,3
shot get,3
adverse reaction,3
refuse vaccine,3
scramble cnn,3
contagious vaccine,3
infections deaths,3
variant covid,3
vaccine ineffective,3
people got,3
vaccinated covid19,3
1st dose,3
corona vaccine,3
intentionally spoiling,3
make us,3
variant virus,3
vaccine give,3
kamalaharris joebiden,3
said would,3
healthcare worker,3
fully vaccinated,3
go back,3
vaccine pandemic,3
causing harm,3
dose covid19,3
vaccine comes,3
corona viruses,3
already got,3
vaccine clinical,3
trials going,3
days start,3
start develop,3
dose think,3
dose get,3
get 95,3
thinking vaccine,3
na get,3
believe vaccines,3
vaccine possible,3
would go,3
covid coronavirus,3
enough vaccines,3
new world,3
coronavirus new,3
take poison,3
take sh1t,3
sh1t load,3
states vaccine,3
stops spread,3
21 28,3
vaccine free,3
peer reviewed,3
uk population,3
sars mers,3
easter happy,3
year goodbye2020,3
thursdaymorning thursdaythoughts,3
thursdaythoughts iamnothappybecause,3
iamnothappybecause covid,3
work vaccine,3
vaccine literally,3
may prevent,3
kill people,3
mild symptoms,3
vaccine destroy,3
risk covid,3
personal information,3
would someone,3
uk approved,3
vaccine 79,3
time work,3
95 effectiveness,3
all know,3
no one,3
vaccine telling,3
saying vaccine,3
become effective,3
